City,Place,Ratings,Distance,Place_desc 
Mahabaleshwar,Venna Lake,4.3, 2 km  from city center , Venna Lake is a scenic manmade lake in Mahabaleshwar
Mahabaleshwar,Mahabaleshwar Temple,3.8, 5 km  from city center ," Dedicated to Lord Shiva Shankar, the highlight of this temple resides in a 500 year old, self originated Shivalinga, said to be superior to the 12 Jyothi Lingams"
Mahabaleshwar,Pratapgad fort Trek,3.8, 41 km  from city center , Pratapgad is a hill fort in Maharashtra
Mahabaleshwar,Lingmala Falls,3.8, 4 km  from city center , The Lingmala Waterfall is a breathtaking and absolutely awe-inspiring waterfall that is situated on the Mahabaleshwar-Pune Road
Mahabaleshwar,Lodwick Point,3.8, 3 km  from city center , Lodwick Point which lies 5 km to the west of Mahabaleshwar is a vantage point which provides an unmatched view of Pratapgarh Fort and Elphinstone Point
Mahabaleshwar,Tapola,3.7, 16 km  from city center ," Situated in Mahabaleshwar, Tapola is a satellite village famed as the 'Mini Kashmir'"
Mahabaleshwar,Chinaman's falls,3.6, 1 km  from city center ," A visit to Mahabaleshwar is less or more incomplete without witnessing the tantalizing descend of the Chinaman's fall, one of the most significant falls in the state"
Mahabaleshwar,Dhobi waterfall,3.6, 2 km  from city center , These set of fascinating waterfalls connect Lodwick and Elphinston point and further join petit road with Old Mahabaleshwar road
Mahabaleshwar,Arthur's seat,3.6, 8 km  from city center ," Arthur's Seat is one of the most popular viewpoints in Mahabaleshwar, located around 13km away"
Mahabaleshwar,Wilson Point,3.6, 2 km  from city center ," Wilson Point is the highest point in Mahabaleshwar, situated at an altitude of 1439m"
Mahabaleshwar,Koyna Valley Trek,3.5, 1 km  from city center , The beautiful clear lake and the thick mysterious forests make Koyna valley the most sought after trekking destination of Maharashtra for weekend getaways and nature enthusiasts
Mahabaleshwar,Arthur's Seat Trek,3.5, 7 km  from city center ," Chandragad is a hill fort in Maharashtra, while Arthur Seat is a hill point in the Mahabaleshwar range of mountains"
Mahabaleshwar,Elphinstone Point,3.3, 6 km  from city center , Elphinstone Point is one of the highest viewpoints in Mahabaleshwar
Mahabaleshwar,Panchgani,3.2, 15 km  from city center ," Deriving its name from the five hills surrounding it, Panchgani is a popular hill station near Mahabaleshwar, famous for its various sunset/sunrise points and scenic valley view"
Mahabaleshwar,Connaught Peak,3.2, 3 km  from city center , The second highest peak in the hills is located on the old Mahabaleshwar road offering a winning view of the Venna lake & Krishna valley
Mahabaleshwar,Morarji Castle,3.2, 1 km  from city center ," Yet another captivating sight in Mahabaleshwar, the Morarji Castle is built in colonial British style of architecture"
Mahabaleshwar,Helen's point,3.2, 2 km  from city center ," Helen's Point, also referred to as the Blue Valley, is another viewpoint in Mahabaleshwar"
Mahabaleshwar,Tiger's Spring,3.2, 3 km  from city center ," The natural thermal spring near River Savitri, it is believed to be infused with spiritual powers"
Mahabaleshwar,Bombay point,3.2, 2 km  from city center ," Bombay Point is located alongside Mumbai-Goa highway, and offers enticing views of the sunset"
Mahabaleshwar,City Shopping,3, 1 km  from city center ," While in Mahabaleshwar, essentials include the freshest of strawberries and raspberries that the town is known for"
Mahabaleshwar,Krishnabai Temple,3.6, 5 km  from city center ," Located on a hilltop, Krishnabai Temple overlooks the Krishna Valley"
Mahabaleshwar,Mapro Garden,3.6, 8 km  from city center ," Known for their production of delicious strawberries, Mapro Garden is a Garden Park established and maintained by the food processing company, Mapro"
Mahabaleshwar,Panch Ganga Temple,3.6, 5 km  from city center ," Located at the confluence of five rivers - River Krishna, Koyna, Gayatri, Savitri and Veena, the Panch Ganga Temple is a stunning ancient religious monument"
Mahabaleshwar,On Wheelz,3.6, 14 km  from city center , On Wheelz is an amusement park in Mahabaleshwar with many thrilling themed rides suitable for every age group
Mahabaleshwar,Babington Point,3.6, 1 km  from city center , Babington Point in Mahabaleshwar is famous for the splendid view it offers of the Chinaman Waterfall and the densely covered mountain ranges
Mahabaleshwar,Velocity Entertainmentz,3.6, 10 km  from city center , Velocity Entertainmentz is a themed amusement park in Mahabaleshwar
Mahabaleshwar,Table Land,3.6, 16 km  from city center , Table Land is a plateau that marks the highest point of the entire region of Panchgani with the height of 4500 feet above sea level
Mahabaleshwar,Marjorie Point,3.6, 6 km  from city center ," Once a summer retreat of the British, Marjorie Point is a sightseeing point that offers a stunning view of the Sahyadri Mountain Range in the Western Ghats and the beautiful Konkan Valley"
Mahabaleshwar,Roman Catholic Church,3.6, 0 km  from city center , Roman Catholic Church is an 18th century church built for British citizens who settled in India
Mahabaleshwar,Strawberry Festival in Mahabaleshwar,3.6, 31 out of 31  places to visit in Mahabaleshwar ," The Mapro Strawberry Festival is a three-day annual event which is one of the most awaited festivals of Mahabaleshwar; it aims to spread sweetness, cheeriness, and love all over the world"
Manali,Engage in the Adventures of Solang Valley,4.6, 8 km  from city center , Solang Valley is one of the most popular tourist destinations in Himachal Pradesh
Manali,Jogini Waterfall,4.6, 4 km  from city center , Jogini Waterfall is located about 3 kilometres away from the bustling town of Manali and around 2 kilometres away from Vashisht Temple
Manali,Hadimba Temple,4.4, 1 km  from city center ," Hadimba temple, away from the hustle and bustle of city life,  is a peaceful place surrounded by towering deodar trees"
Manali,Rohtang Pass,4.4, 16 km  from city center ," Rohtang pass is the stretch which connects Manali to Himachal's more dreamy and dessert-like landscapes, Spiti and Lahaul"
Manali,Trek to the Beas Kund,4.4, 17 km  from city center , The Beas Kund trek is a perfect weekend getaway trekÂ with outstanding views of Pir Pinjal mountain ranges over the Beas river
Manali,Sethan Valley,4, 3 km  from city center ," Sethan is a quaint village in Himachal Pradesh, approximately 12 km from Manali"
Manali,Paraglide in the Skies,4, 2 km  from city center , The hillside town of Manali is famous for paragliding
Manali,Ski in the chilling snow,4, 9 km  from city center ," A major tourist spot of North India, Manali is known for its excellent skiing conditions with skiing enthusiasts visiting from all over the country"
Manali,Capture the Sceneries of Old Manali,3.9, 2 km  from city center ," On the other side of the Manalsu river is a part of Manali, time left behind"
Manali,Explore the Wildlife at Manali Sanctuary,3.9, 1 km  from city center , Manali Sanctuary is home to Mona- the state bird of Himachal Pradesh and a number of other rare and local species
Manali,Take a Dip in the Vashisht Baths,3.7, 1 km  from city center ," Located inside the very famous Vashisht Temple in Manali, Vashisht Baths is a hot water spring, believed to possess medicinal values"
Manali,Adventure Activities,3.7, 12 km  from city center , Manali is the hub of adventure activities in Himachal Pradesh
Manali,Trek the Hampta Pass,3.5, 1 km  from city center ," Hampta Pass, situated in the Manali region of the Himachal Pradesh, serves as one of the most convenient and enjoyable treks"
Manali,Bara Bhangal Kalihani Trek,3.5, 37 km  from city center ," Bara Bangal Trek, also known as the Shepherds trail trek, takes you from the lush green Kullu valley to the stark landscapes of Bara Bhangal range"
Manali,Deo Tibba Base Camp Trek,3.5, 19 km  from city center ," Cradled in the lap of Himalayan Mountains in Himachal Pradesh, Deo Tibba trek is steeped with the richness of the nature and stunning landscapes"
Manali,Trek to the Chandratal Baralacha lake,3.5, 48 km  from city center , Chandratal Baralacha is a perfect trek destination steeped with all the right elements - nature's beauty and enough challenges to be thrilling and tranquillity
Manali,Peek into the History of Manu Temple,3.4, 2 km  from city center ," Manu temple is said to be the only temple of Manu in India, who is believed to be the creator of human race"
Manali,Bathe in the Hot Springs of Manikaran,3.4, 28 km  from city center ," Manikaran is a small town situated between rivers Parvati and Beas, famous for its hot water springs and beautiful landscapes"
Manali,Picnic in Van Vihar,3.4, 0 km  from city center ," Adorned with sky touching deodar trees, Van Vihar National Park,is located near the Mall Road making it easily accessible"
Manali,Naggar,3.4, 14 km  from city center ," Naggar is an unexplored and modest town in the Kullu district, which will give you all the time to leisurely walk around, rest and rejuvenate amongst mountains, valleys, lush greenery and the River Beas flowing in much proximity"
Manali,Kullu,3.4, 32 km  from city center ," This sister town to Manali too, is a hill station of dreamy landscapes and sceneries, a hub of adventure activities as well as home to a number of sacred temples and shrines"
Manali,Trek to Cafes in Malana,3.4, 21 km  from city center ," This village in Kullu, is a bit of shift in the world as we know it"
Manali,Trek through The Great Himalayan National Park,3.4, 63 km  from city center ," The newest addition to the list of National parks in India, The Great Himalayan National Park is quickly becoming what the wildlife scene in the region is being identified with and defined by"
Manali,Click Pictures at Nehru Kund,3.4, 8 km  from city center ," Nehru Kund gets its name from the first Prime minister of India, Jawaharlal Nehru who is said to have had water from the natural spring, when he used to stay in Manali"
Manali,Chandrakhani Pass and the Parvati Valley,3.4, 19 km  from city center ," Located at an altitude of 3660 m in the Kullu Valley, Chandrakhani Pass offers the tourists a fabulous view of Deo Tibba Peak, Pir Panjal and Parbati range of mountains"
Manali,Gayatri temple,3.4, 5 km  from city center ," Situated 7 km away from Manali, the Gayatri temple houses an idol of Goddess Gayatri, made of marble"
Manali,Bhunter,3.4, 40 km  from city center ," What is generally overlooked as a town of utility only, with an airport and the last ATM before you travel to higher altitudes, is a town where one can have a calm, simple and almost idle break from the popular Himachal hill stations and their tourist rush"
Manali,Bhrigu Lake,3.2, 8 km  from city center , Bhrigu Lake is a high altitude lake located in the district of Kullu about 40 kilometres away from Manali
Manali,Parvati Valley,3.6, 6 out of 50  places to visit in Manali ," Parvati Valley is famous for the backpacker hangouts, and adventure activities"
Manali,Gulp some Maggi by the Jana Waterfall,3.6, 11 km  from city center , Jana Waterfall is a 30 feet high watefall located near Manali in a quaint village called Jana
Manali,Arjun Gufa,3.6, 0 km  from city center , Arjun Gufa is considered to be a legendary natural formation in Manali
Manali,Atal Tunnel,3.6, 17 km  from city center ," Also referred to as the Rohtang Tunnel, Atal Tunnel is a horseshoe-shaped highway tunnel that connects Manali and the Lahaul-Spiti valley, reducing the time taken by around 4-5 hours"
Manali,Sissu,3.6, 27 km  from city center ," Also known as Khwaling, Sissu in Lahaul, Himachal Pradesh, is situated on the right bank of Chandra River"
Manali,Tour in the Museum of Himachal Culture & Folk Art,3.6, 1 km  from city center , Museum of Himachal Culture & Folk Art has a beautiful collection of ancient and traditional heritage belonging to the region
Manali,Rafting,3.6, 18 out of 50  places to visit in Manali ,  River Rafting in Manali is done along the River Beas and is considered ideal for expert rafters as well as beginners
Manali,Himalaya Nyingmapa Buddhist Temple,3.6, 0 km  from city center , Himalayan Nyingmapa Gompa is a Buddhist Monastery located in Manali and is one of the most famous monasteries situated in north India
Manali,Hike through the Kothi Village,3.6, 8 km  from city center , Kothi Village is a perfect camping destination and draws tourists for adventure and recreational activities from all across the world
Manali,Dwell the landscape of Gulaba,3.6, 0 km  from city center , Gulaba is a beautiful little village located about 20 kilometres from Manali on the route to Rohtang Pass
Manali,Rahala Falls,3.6, 11 km  from city center , Rahala Falls is a well-known picnic spot for locals and tourists on their way to Rohtang Pass from Manali often halt to explore the waterfall
