Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Sayaji Hotel Raipur,4.3,Raipur,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4381
Hotel Luxura,4.3,Pachmarhi,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,4390
Magpie Pachhu Village Resort,4.3,Sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4391
Radisson Resort Goa Baga,4.8,Goa,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4397
Royal Plaza Suites,4.7,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,0,4409
Hotel Bon Sejour,3.8,Pondicherry,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,4415
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,Nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,4434
The Altius Boutique Hotel,4,Chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,4435
Pragati Manor,4.1,Guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4451
Vijay Intercontinental,4.1,Kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4452
Asian Park Hotel,3.8,Srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4456
Hotel Grand Canyon,3.9,Raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4479
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,Bangalore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,Bangalore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480
Centre Point,4.2,Jamshedpur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4480
Hyatt Regency Lucknow,4.4,Lucknow,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480
Blue Lagoon Resort | Room & Restaurant,3.9,Goa,Villa,Sleeps 8,3 bedrooms,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,4487
Iora The Retreat,4.4,kaziranga national park,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,4500
Zibe Hyderabad by GRT Hotels,4.5,Hyderabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4520
"The Oberoi Grand, Kolkata",4.4,Kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4534
"The Fern - An Ecotel Hotel, Vadodara",4.2,Vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4535
Sarovar Portico Naraina,3.9,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4536
Hotel Windsor,3.9,Patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4536
Sunny's World,4.2,Pune,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,Accessible,4549
Sunny's World,4.2,Pune,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,Accessible,4549
Clafouti Beach Resort,4.1,Varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556
Clafouti Beach Resort,4.1,Varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556
Hotel Alleppey,3.3,Alleppey,Free Wi-Fi,Parking,Spa,Spa,Pool,Free Wi-Fi,Parking,Spa,Parking,4561
The G8,4,Noida,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616
Goldfinch Hote l Mangaluru,4.2,Mangalore,Breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Kitchen,Airport shuttle,4619
AJ Grand Hotel,4.5,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,4620
Clarks Inn Suites Gwalior,4.4,Gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4622
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,Varanasi,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4627
Hotel Munnar,4.9,Munnar,Full-service laundry,Air conditioning,Free Wi-Fi,Spa,Fitness center,Pool,Free Wi-Fi,Spa,Air conditioning,4627
"Millennium Inn, Prayagraj",4.2,Allahabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4631
Howard Johnson by Wyndham Bengaluru Hebbal,4.1,Bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,4636
Country Inn Mysore - Mosaic,4.5,Mysore,0,0,0,0,0,0,0,0,0,4645
The Piccadily Hotel,4.1,Chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,4656
Bloom Boutique | GK-1,4.2,Delhi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,4659
Sayaji Hotel Vadodara,4.4,Vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4659
The Grand Empire | Best 4 Star Luxury Hotel in Patna,4,Patna,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4662
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,Sikkim,Sleeps 6,2 bedrooms,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,4662
The Grand Parisian,4.2,Delhi,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4673
"The Fern Residency, Noida",4.1,Noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,4677
Ramada by Wyndham Ahmedabad,4,Ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,4680
-,3.9,Meerut,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,4680
Hotel Centre Point,4.3,Nagpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4681
Riverstone Cottages,4,Dehradun,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,4686
"Nihara Resort & Spa, Kadamakudy Island, Kochi",4.3,Kochi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,4692
Park Plaza Chennai OMR,4.1,Chennai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4704
WelcomHeritage Traditional Haveli,4.5,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,4704
Jimmy Beach Resort,4.2,Alibaug,4-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,0,0,Kid-friendly,4704
JRD Pride,4.4,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4720
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,Nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,4745
Hotel Shimoga (Shivamogga),3.7,Shimoga (shivamogga),Breakfast included,Restaurant,Airport shuttle,Pet-friendly,Free Wi-Fi,Accessible,Spa,Fitness center,Air conditioning,4748
Hotel Vaishno Devi,5,Vaishno devi,Airport shuttle,Fitness center,Airport shuttle,Accessible,Accessible,Spa,Pool,Air conditioning,Parking,4763
Fairfield by Marriott Indore,4.2,Indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4770
The Sea View,4.2,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4777
Hotel Maharaja Regency,4.4,Ludhiana,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Pool,Air conditioning,Bar,Restaurant,Room service,4792
Guhantara,3.7,Bangalore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Full-service laundry,4803
Fairfield by Marriott Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4814
Fairfield by Marriott Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4816
Hotel Digha,3.9,Digha,Free Wi-Fi,Pool,Spa,Free Wi-Fi,Spa,Air conditioning,Pet-friendly,Fitness center,Pet-friendly,4840
Hotel Sea View,4,Kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,4845
"Summit Namnang Courtyard & Spa, Gangtok",4.1,Sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,4846
The Grand Bhagwati,4.3,Ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4854
"Babylon Capital, Raipur",4.2,Raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,Full-service laundry,4875
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,Mysore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4880
"Lemon Tree Hotel, Gachibowli, Hyderabad",4.2,Hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4910
Sikkim Tourist Center,4.3,Sikkim,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,4914
LP Vilas,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4925
"The Fern Residency, Aurangabad",4.1,Aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4928
The Wilderness Retreat,4,Hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Full-service laundry,Kid-friendly,4928
"Fortune Select SG Highway, Ahmedabad - Member ITC's hotel group",4.3,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4929
Holiday Inn Express & Suites Bengaluru OMR,4.4,Bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4930
The Sea View,4.2,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4936
Regenta Central Klassik,4.3,Ludhiana,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4941
"Lemon Tree Premier,Vijayawada",4.4,Vijayawada,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen,4949
Hotel Gargee Grand | Best Hotel in Patna,4.1,Patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4956
Hotel Gargee Grand | Best Hotel in Patna,4.1,Patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4956
Juhu Beach House ECR,4.5,Chennai,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Kitchen,Full-service laundry,0,0,4965
The Madras Grand - Hotel Egmore,4.5,Chennai,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,4974
Trident,4.5,Ooty,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,4990
Hotel Village walk,4.8,Amarnath,5-star hotel,Free breakfast,Wi-Fi,Kitchen,0,Air conditioning,Full-service laundry,Spa,0,5000
Deewanji Ni Haveli | Rooms & Restaurant,2.8,Ahmedabad,Sleeps 12,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,5003
Ramada by Wyndham Jamshedpur,4.2,Jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5008
The Park Indore,4.7,Indore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5018
Goldfinch Hotel Delhi NCR,3.9,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5039
Caves by Craftels,4.7,Delhi,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Restaurant,Room service,5040
Mahagun Sarovar Portico Suites,4.1,Ghaziabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5040
Four Points by Sheraton Chennai OMR,4.2,Chennai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5053
Backwater Brook,4.7,Kumarakom,Free breakfast,Free Wi-Fi,Pool,Restaurant,Kitchen,Full-service laundry,Kid-friendly,0,0,5063
Sunview Beach Resort & Spa by Citrine,4,Varkala,2-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,5067
SAINA RESORT,3.6,Mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Accessible,Kid-friendly,5082
Royal Orchid Central Pune,4.3,Pune,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5085
Sayaji Hotel Indore,4.4,Indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5111
"Manokamna Restaurant, Bar & Lodge",3.7,Hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5123
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,5142
Novotel Chennai Sipcot,4.7,Chennai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5145
Paradise Resorts Kumarakom,4.1,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Airport shuttle,5148
"Manokamna Restaurant, Bar & Lodge",3.7,Hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5199
Radhe Upavan Resort,4.4,Ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5206
Hotel Nagpur Ashok,4,Nagpur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,5235
Lalitha Mahal Palace Hotel,4.3,Mysore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,5244
"The Fern Residency, Noida",4.1,Noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,5278
Floating Heaven Group Of House Boats,4.3,Kashmir,Sleeps 4,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,5306
Royal Castle Kasol,4.7,kasol,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5321
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5334
Kumarakom Heritage Resort & Ayurveda,4.1,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,5355
The Chancery Pavilion,4.1,Bangalore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5376
Hotel City Park- Hotels in Delhi,4.2,Delhi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5376
Ramada Hotel Ajmer,4,Ajmer,4-star hotel,Free breakfast,Free Wi-Fi,Kitchen,Pool,Air conditioning,0,Airport shuttle,Spa,5400
Trident Hotel Cochin,4.5,Kochi,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5406
Hotel Temple Tree,4.1,Shirdi,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,0,5406
Grand View Resort,4.3,Nahan,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5410
Hotel Shimla,4.7,Shimla,Room service,Room service,Breakfast included,Pet-friendly,Pool,Spa,Accessible,Pet-friendly,Free Wi-Fi,5413
Regenta Resort Vanya Mahal,4.7,Ranthambore,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,5430
Coorg Lotus Villa,4.8,Madikeri,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5433
Hotel Daspalla Hyderabad,4.2,Hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,5446
Hyatt Ahmedabad,4.5,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5475
Hotel Rajasthan Palace,4.7,Jaipur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,5479
"Vivanta Chennai, IT Expressway",4.3,Chennai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,5485
Hotel Jaisalmer,3.9,Jaisalmer,Pet-friendly,Free Wi-Fi,Air conditioning,Spa,Free Wi-Fi,Parking,Full-service laundry,Spa,Room service,5488
Himalayan Paradise,4.2,Mcleodganj,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5498
Fairfield by Marriott Amritsar,4.3,Amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5509
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5543
Hotel Icon,4.2,Chandigarh,4-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5544
The Bizton,4.5,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,5550
Treebo Trend Akshaya Mahal Inn - Hotel in Mysore,4.2,Mysore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kid-friendly,0,5572
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,Jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,5585
Regenta Central Amritsar,4.2,Amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,5599
Rooms in a Fully Furnished Bungalow,4.1,Gandhinagar,Villa,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600
Hotel AVN Grand,4.2,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5600
Hotel The Bundela,4.6,khajuraho,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,5600
Hotel Mahabaleshwar,3.5,Mahabaleshwar,Full-service laundry,Accessible,Room service,Spa,Room service,Spa,Accessible,Restaurant,Free Wi-Fi,5636
The Central Park Hotel,3.9,Gwalior,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5641
Kaya Gantavya Resort & Spa | Pelling,4.6,Sikkim,Free breakfast,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,5643
